Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194 cc,515.0,296.0,3.1 sec,750000.0,Petrol,1.0,480.0
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981 cc,379.0,293.0,4.4 sec,116000.0,Petrol,4.0,450.0
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745 cc,572.0,318.0,3.0 sec,191300.0,Petrol,4.0,750.0
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981 cc,473.0,240.0,3.5 sec,233000.0,Petrol,4.0,570.0
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,13 sec,8200.0,Petrol,5.0,113.0
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24 kWh,74.0,120.0,5.7 sec,11000.0,Electric,5.0,114.0
Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,1199 cc / 1497 cc,305.00583090379007,170.0,12 sec,10400.0,Petrol/Diesel,5.0,113.0
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,12.5 sec,11300.0,Petrol,5.0,113.0
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199 cc,110.0,180.0,10 sec,12000.0,Petrol,5.0,140.0
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199 cc,86.0,165.0,12 sec,11800.0,CNG/Petrol,5.0,113.0
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,13.5 sec,9200.0,Petrol,5.0,113.0
Tata Motors,Nano GenX,624cc MPFI,624 cc,37.0,105.0,29 sec,4000.0,Petrol,4.0,51.0
Tata Motors,Indica eV2,1.4L CR4 Diesel,1396 cc,70.0,155.0,16 sec,6200.0,Diesel,5.0,140.0
Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,1193 cc,65.0,140.0,16 sec,5000.0,Petrol,5.0,100.0
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,13 sec,9400.0,Petrol,5.0,113.0
Tata Motors,Tigor EV,Permanent Magnet Synchronous,26 kWh,74.0,120.0,5.7 sec,14500.0,Electric,5.0,114.0
Tata Motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,1248 cc / 1199 cc,305.00583090379007,165.0,15 sec,8700.0,Diesel/Petrol,5.0,430.9790444258173
Tata Motors,Indigo eCS,1.4L CR4 Diesel,1396 cc,70.0,155.0,16.5 sec,6500.0,Diesel,5.0,140.0
Cadillac,Escalade,6.2L V8 Gasoline,6200 cc,420.0,210.0,6.8 sec,79295.0,Petrol,7.0,624.0
Tata Motors,Indigo Marina,1.4L CR4 Diesel / 1.4L Petrol,1396 cc,305.00583090379007,150.0,17 sec,8300.0,Diesel/Petrol,5.0,430.9790444258173
Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,1248 cc / 1368 cc,305.00583090379007,160.0,14 sec,9000.0,Diesel/Petrol,5.0,430.9790444258173
Tata Motors,Indigo LX,1.4L CR4 Diesel,1396 cc,70.0,150.0,17 sec,7000.0,Diesel,5.0,140.0
Tata Motors,Indigo GLX,1.4L MPFI Petrol,1396 cc,85.0,160.0,15 sec,7200.0,Petrol,5.0,115.0
Cadillac,Escalade ESV,6.2L V8 Gasoline,6200 cc,420.0,205.0,6.9 sec,82295.0,Petrol,7.0,624.0
Tata Motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,1199 cc / 1497 cc,305.00583090379007,180.0,10 sec,14000.0,Petrol/Diesel,5.0,170.0
Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,40.5 kWh,143.0,140.0,9 sec,25000.0,Electric,5.0,250.0
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956 cc,168.0,180.0,11 sec,23000.0,Diesel,5.0,350.0
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956 cc,168.0,180.0,11 sec,25500.0,Diesel,7.0,350.0
Tata Motors,Punch,1.2L Revotron Petrol,1199 cc,86.0,160.0,16 sec,10500.0,Petrol,5.0,113.0
Tata Motors,Hexa,2.2L Varicor Diesel,2179 cc,154.0,180.0,12 sec,20000.0,Diesel,7.0,400.0
Tata Motors,Aria,2.2L Dicor Diesel,2179 cc,138.0,162.0,13 sec,19000.0,Diesel,7.0,320.0
Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956 cc,85.0,125.0,17.6 sec,15000.0,Diesel,7.0,250.0
Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179 cc,118.0,140.0,15 sec,16500.0,Diesel,7.0,250.0
Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,30.2 kWh,129.0,120.0,9.4 sec,22000.0,Electric,5.0,245.0
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24 kWh,74.0,120.0,5.7 sec,11000.0,Electric,5.0,114.0
Tesla,Model S,Dual Electric Motors,100 kWh,670.0,250.0,3.1 sec,88490.0,Electric,5.0,967.0
Tesla,Model S Plaid,Tri Electric Motors,100 kWh,305.00583090379007,322.0,2.1 sec,108490.0,Electric,5.0,430.9790444258173
Tesla,Model 3,Single Electric Motor (RWD),60 kWh,283.0,225.0,5.8 sec,40240.0,Electric,5.0,420.0
Tesla,Model 3 Performance,Dual Electric Motors (AWD),82 kWh,450.0,261.0,3.1 sec,53240.0,Electric,5.0,660.0
Tesla,Model X,Dual Electric Motors (AWD),100 kWh,670.0,250.0,3.8 sec,98490.0,Electric,7.0,967.0
Tesla,Model X Plaid,Tri Electric Motors,100 kWh,305.00583090379007,262.0,2.6 sec,113490.0,Electric,6.0,430.9790444258173
Tesla,Model Y,Single Electric Motor (RWD),75 kWh,346.0,217.0,5.0 sec,47490.0,Electric,5.0,498.0
Tesla,Model Y Long Range,Dual Electric Motors (AWD),82 kWh,384.0,217.0,4.8 sec,50490.0,Electric,5.0,559.0
Tesla,Cybertruck,Tri Electric Motors,200 kWh,800.0,209.0,2.9 sec,69900.0,Electric,6.0,430.9790444258173
Tesla,Roadster 2,Quad Electric Motors,200 kWh,305.00583090379007,402.0,1.9 sec,200000.0,Electric,4.0,430.9790444258173
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600 cc,285.0,180.0,6.8 sec,35195.0,Petrol,4.0,353.0
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000 cc,270.0,180.0,7.1 sec,42100.0,Petrol,4.0,400.0
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600 cc,293.0,209.0,7.0 sec,41530.0,Petrol,5.0,352.0
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600 cc,293.0,209.0,7.2 sec,43530.0,Petrol,7.0,352.0
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400 cc,180.0,195.0,8.5 sec,37695.0,Petrol,5.0,230.0
Jeep,Compass,2.0L Turbo Gasoline,2000 cc,200.0,200.0,7.8 sec,31590.0,Petrol,5.0,320.0
Jeep,Renegade,1.3L Turbo I4 Gasoline,1300 cc,177.0,200.0,8.7 sec,28345.0,Petrol,5.0,285.0
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600 cc,285.0,177.0,8.1 sec,38775.0,Petrol,5.0,353.0
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700 cc,392.0,190.0,7.4 sec,63595.0,Petrol,8.0,548.0
Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400 cc,471.0,190.0,6.0 sec,91495.0,Petrol,8.0,617.0
Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,17.3 kWh,375.0,210.0,6.0 sec,59865.0,Hybrid,5.0,637.0
Jeep,Wrangler 4xe,2.0L Turbo PHEV,17.3 kWh,375.0,180.0,6.4 sec,50695.0,Hybrid,5.0,637.0
Jeep,Compass 4xe,1.3L Turbo PHEV,11.4 kWh,240.0,200.0,7.3 sec,46500.0,Hybrid,5.0,270.0
Jeep,Renegade 4xe,1.3L Turbo PHEV,11.4 kWh,240.0,200.0,7.5 sec,44500.0,Hybrid,5.0,270.0
Mazda,Mazda2,1.5L 4-Cylinder,"1,500 cc",108.0,180.0,10.2 sec,17000.0,Petrol,5.0,142.0
Jeep,Wagoneer S (Electric),Dual Electric Motors,100 kWh,600.0,177.0,4.5 sec,80000.0,Electric,5.0,850.0
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600 cc,285.0,177.0,8.6 sec,51570.0,Petrol,5.0,353.0
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700 cc,357.0,190.0,7.3 sec,66575.0,Petrol,5.0,529.0
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200 cc,271.0,195.0,7.6 sec,41295.0,Petrol,5.0,324.0
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400 cc,470.0,160.0,4.5 sec,82495.0,Petrol,4.0,637.0
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000 cc,235.0,220.0,7.6 sec,37490.0,Petrol,5.0,350.0
Cadillac,XT5,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.5 sec,44195.0,Petrol,5.0,366.0
Cadillac,XT6,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.9 sec,48595.0,Petrol,7.0,366.0
Cadillac,Lyriq EV,Single Electric Motor,100 kWh,340.0,190.0,5.7 sec,58590.0,Electric,5.0,440.0
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200 cc,682.0,200.0,4.4 sec,149990.0,Petrol,7.0,885.0
Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200 cc,420.0,210.0,6.8 sec,104595.0,Petrol,7.0,624.0
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200 cc,668.0,320.0,3.4 sec,92000.0,Petrol,5.0,893.0
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600 cc,472.0,290.0,3.9 sec,60495.0,Petrol,5.0,603.0
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000 cc,235.0,220.0,7.4 sec,41390.0,Petrol,5.0,350.0
Cadillac,XT5 Sport,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.5 sec,51095.0,Petrol,5.0,366.0
Cadillac,XT6 Sport,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.9 sec,57095.0,Petrol,7.0,366.0
Cadillac,Lyriq Launch Edition,Single Electric Motor,100 kWh,340.0,190.0,5.7 sec,59990.0,Electric,5.0,440.0
Cadillac,Lyriq EV Premium,Dual Electric Motors,100 kWh,500.0,210.0,4.5 sec,64990.0,Electric,5.0,620.0
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000 cc,237.0,240.0,6.8 sec,41290.0,Petrol,5.0,350.0
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400 cc,98.0,180.0,10.7 sec,14595.0,Petrol,5.0,127.0
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400 cc,138.0,190.0,8.5 sec,16720.0,Petrol,5.0,200.0
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500 cc,160.0,210.0,8.0 sec,25000.0,Petrol,5.0,250.0
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000 cc,275.0,240.0,5.4 sec,26400.0,Petrol,4.0,400.0
Chevrolet,Corvette,6.2L V8 Gasoline,6200 cc,495.0,312.0,3.0 sec,65895.0,Petrol,2.0,637.0
Chevrolet,Traverse,3.6L V6 Gasoline,3600 cc,310.0,210.0,7.0 sec,35915.0,Petrol,7.0,360.0
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500 cc,170.0,200.0,8.9 sec,26600.0,Petrol,5.0,275.0
Chevrolet,Blazer,3.6L V6 Gasoline,3600 cc,308.0,220.0,6.6 sec,44000.0,Petrol,5.0,366.0
Chevrolet,Tahoe,5.3L V8 Gasoline,5300 cc,355.0,200.0,7.5 sec,56995.0,Petrol,7.0,519.0
Chevrolet,Suburban,5.3L V8 Gasoline,5300 cc,355.0,190.0,7.6 sec,59900.0,Petrol,8.0,519.0
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700 cc,310.0,190.0,6.8 sec,30695.0,Petrol,5.0,583.0
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.0 sec,42795.0,Petrol,6.0,519.0
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600 cc,401.0,170.0,8.0 sec,41500.0,Petrol,6.0,629.0
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,6600 cc,445.0,160.0,8.5 sec,45500.0,Diesel,6.0,1234.0
Chevrolet,Bolt EV,Single Electric Motor,66 kWh,200.0,150.0,6.5 sec,27495.0,Electric,5.0,360.0
Chevrolet,Bolt EUV,Single Electric Motor,66 kWh,200.0,150.0,7.0 sec,28795.0,Electric,5.0,360.0
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300 cc,155.0,200.0,9.4 sec,23100.0,Petrol,5.0,236.0
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250.0,240.0,5.8 sec,33500.0,Petrol,5.0,353.0
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200 cc,650.0,318.0,3.5 sec,67300.0,Petrol,4.0,881.0
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200 cc,495.0,312.0,3.0 sec,65895.0,Petrol,2.0,637.0
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.0 sec,61595.0,Petrol,6.0,519.0
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.0 sec,55895.0,Petrol,6.0,519.0
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.1 sec,50895.0,Petrol,6.0,519.0
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800 cc,181.0,160.0,9.1 sec,48295.0,Diesel,5.0,500.0
Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600 cc,310.0,210.0,7.0 sec,46600.0,Petrol,7.0,360.0
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500 cc,170.0,200.0,8.8 sec,33400.0,Petrol,5.0,275.0
Chevrolet,Blazer RS,3.6L V6 Gasoline,3600 cc,308.0,220.0,6.6 sec,48900.0,Petrol,5.0,366.0
Chevrolet,Bolt EV 2LT,Single Electric Motor,66 kWh,200.0,150.0,6.7 sec,28795.0,Electric,5.0,360.0
Chevrolet,Camaro SS,6.2L V8 Gasoline,6200 cc,455.0,290.0,4.3 sec,43500.0,Petrol,4.0,617.0
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200 cc,460.0,290.0,3.9 sec,65900.0,Petrol,2.0,630.0
Chevrolet,Traverse RS,3.6L V6 Gasoline,3600 cc,310.0,210.0,7.0 sec,43700.0,Petrol,7.0,360.0
Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600 cc,308.0,220.0,6.6 sec,45000.0,Petrol,5.0,366.0
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500 cc,160.0,210.0,8.5 sec,25800.0,Petrol,5.0,250.0
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400 cc,98.0,180.0,11.0 sec,17595.0,Petrol,5.0,127.0
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200 cc,137.0,200.0,9.2 sec,24100.0,Petrol,5.0,220.0
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500 cc,170.0,200.0,8.9 sec,28400.0,Petrol,5.0,275.0
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,6600 cc,445.0,160.0,8.5 sec,75700.0,Diesel,6.0,1234.0
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700 cc,310.0,190.0,6.9 sec,29200.0,Petrol,5.0,583.0
Chevrolet,Suburban High Country,6.2L V8 Gasoline,6200 cc,420.0,200.0,7.0 sec,82400.0,Petrol,8.0,624.0
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300 cc,285.0,180.0,8.5 sec,33900.0,Petrol,6.0,413.0
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400 cc,98.0,180.0,10.9 sec,14395.0,Petrol,5.0,127.0
Chevrolet,Traverse LT,3.6L V6 Gasoline,3600 cc,310.0,210.0,7.1 sec,37200.0,Petrol,7.0,360.0
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500 cc,193.0,200.0,9.0 sec,36100.0,Petrol,5.0,255.0
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250.0,240.0,5.8 sec,34500.0,Petrol,5.0,353.0
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500 cc,170.0,200.0,8.8 sec,31900.0,Petrol,5.0,275.0
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300 cc,285.0,180.0,8.6 sec,34900.0,Petrol,6.0,413.0
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,6600 cc,445.0,160.0,8.4 sec,56400.0,Diesel,6.0,1234.0
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.4 sec,64100.0,Petrol,7.0,519.0
Chevrolet,Suburban LT,5.3L V8 Gasoline,5300 cc,355.0,180.0,5.1 sec,64400.0,Petrol,8.0,519.0
Chevrolet,Bolt EV Premier,Single Electric Motor,66 kWh,200.0,150.0,6.5 sec,31700.0,Electric,5.0,360.0
Chevrolet,Tahoe LS,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.5 sec,56995.0,Petrol,8.0,519.0
Chevrolet,Tahoe LT,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.4 sec,62495.0,Petrol,8.0,519.0
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.4 sec,64100.0,Petrol,7.0,519.0
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.6 sec,66700.0,Petrol,7.0,519.0
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200 cc,420.0,200.0,6.8 sec,71600.0,Petrol,7.0,624.0
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200 cc,420.0,200.0,6.7 sec,76700.0,Petrol,7.0,624.0
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.5 sec,65500.0,Petrol,8.0,519.0
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200 cc,420.0,200.0,6.8 sec,70000.0,Petrol,7.0,624.0
GMC,Terrain,1.5L Turbo 4-cylinder,1500 cc,175.0,190.0,9.5 sec,29900.0,Petrol,5.0,275.0
GMC,Acadia,2.0L Turbo 4-cylinder,2000 cc,228.0,200.0,7.8 sec,36800.0,Petrol,7.0,350.0
GMC,Yukon,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.4 sec,57400.0,Petrol,8.0,519.0
GMC,Yukon XL,6.2L V8 Gasoline,6200 cc,420.0,200.0,6.9 sec,61100.0,Petrol,8.0,624.0
GMC,Canyon,2.7L Turbo 4-cylinder,2700 cc,310.0,190.0,7.6 sec,36900.0,Petrol,5.0,583.0
GMC,Sierra 1500,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.3 sec,37100.0,Petrol,6.0,519.0
GMC,Sierra 2500HD,6.6L V8 Diesel,6600 cc,401.0,175.0,7.5 sec,43900.0,Diesel,6.0,629.0
GMC,Sierra 3500HD,6.6L V8 Diesel,6600 cc,445.0,175.0,7.4 sec,49000.0,Diesel,6.0,1234.0
GMC,Hummer EV Pickup,Dual-Motor Electric,212 kWh,625.0,170.0,3.0 sec,108700.0,Electric,5.0,430.9790444258173
GMC,Hummer EV SUV,Dual-Motor Electric,212 kWh,625.0,170.0,3.5 sec,105600.0,Electric,5.0,430.9790444258173
GMC,Yukon Denali,6.2L V8 Gasoline,6200 cc,420.0,200.0,6.8 sec,72800.0,Petrol,8.0,624.0
GMC,Sierra Denali,6.2L V8 Gasoline,6200 cc,420.0,190.0,6.7 sec,66800.0,Petrol,6.0,624.0
GMC,Terrain AT4,1.5L Turbo 4-cylinder,1500 cc,175.0,190.0,9.6 sec,36500.0,Petrol,5.0,275.0
GMC,Acadia AT4,3.6L V6 Gasoline,3600 cc,310.0,210.0,7.6 sec,41400.0,Petrol,6.0,366.0
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.4 sec,53800.0,Petrol,6.0,519.0
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,6600 cc,401.0,175.0,7.5 sec,72200.0,Diesel,6.0,1234.0
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,2700 cc,310.0,190.0,7.6 sec,45000.0,Petrol,5.0,583.0
GMC,Canyon AT4,2.7L Turbo 4-cylinder,2700 cc,310.0,190.0,7.5 sec,43900.0,Petrol,5.0,583.0
GMC,Canyon Denali,2.7L Turbo 4-cylinder,2700 cc,310.0,190.0,7.5 sec,48000.0,Petrol,5.0,583.0
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200 cc,420.0,200.0,6.7 sec,93800.0,Petrol,8.0,624.0
GMC,Terrain Denali,1.5L Turbo 4-cylinder,1500 cc,175.0,190.0,9.5 sec,38600.0,Petrol,5.0,275.0
GMC,Acadia Denali,3.6L V6 engine,"3,564 cc",310.0,210.0,6.5 sec,54300.0,Petrol,7.0,366.0
GMC,Yukon AT4,5.3L V8 engine,"5,327 cc",355.0,210.0,7.1 sec,71505.0,Petrol,8.0,519.0
GMC,Yukon XL AT4,5.3L V8 engine,"5,327 cc",355.0,210.0,7.3 sec,73305.0,Petrol,8.0,519.0
GMC,Sierra 1500 Elevation,2.7L Turbo engine,"2,713 cc",310.0,180.0,7.0 sec,52000.0,Petrol,5.0,569.0
GMC,Sierra 1500 SLT,5.3L V8 engine,"5,327 cc",355.0,180.0,6.8 sec,56000.0,Petrol,5.0,519.0
GMC,Sierra 2500HD AT4,6.6L V8 engine,"6,600 cc",401.0,170.0,7.5 sec,70000.0,Petrol,5.0,629.0
GMC,Sierra 3500HD AT4,6.6L V8 engine,"6,600 cc",401.0,170.0,7.7 sec,72000.0,Petrol,5.0,629.0
GMC,Canyon Elevation,2.5L I4 engine,"2,488 cc",200.0,175.0,8.5 sec,36300.0,Petrol,5.0,259.0
GMC,Canyon Denali Black Edition,3.6L V6 engine,"3,564 cc",308.0,180.0,6.9 sec,44000.0,Petrol,5.0,373.0
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,"6,162 cc",420.0,200.0,5.8 sec,80000.0,Petrol,5.0,624.0
GMC,Yukon XL Denali Reserve,6.2L V8 engine,"6,162 cc",420.0,210.0,6.0 sec,82000.0,Petrol,7.0,624.0
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,"1,490 cc",170.0,200.0,9.3 sec,28700.0,Petrol,5.0,275.0
GMC,Acadia Black Edition,3.6L V6 engine,"3,564 cc",310.0,210.0,6.5 sec,45000.0,Petrol,7.0,366.0
GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",200 kWh,305.00583090379007,170.0,3.5 sec,96550.0,Electric,5.0,430.9790444258173
GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",200 kWh,305.00583090379007,170.0,3.0 sec,96550.0,Electric,5.0,430.9790444258173
GMC,Sierra Denali CarbonPro,6.2L V8 engine,"6,162 cc",420.0,200.0,5.8 sec,65000.0,Petrol,5.0,624.0
GMC,Yukon Denali Performance,6.2L V8 engine,"6,162 cc",420.0,210.0,6.0 sec,76805.0,Petrol,8.0,624.0
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,"6,600 cc",401.0,170.0,7.5 sec,75000.0,Petrol,5.0,629.0
GMC,Canyon AT4X,3.6L V6 engine,"3,564 cc",308.0,180.0,6.9 sec,50000.0,Petrol,5.0,373.0
GMC,Yukon XL SLT,5.3L V8 engine,"5,327 cc",355.0,210.0,7.3 sec,65000.0,Petrol,8.0,519.0
GMC,Sierra 1500 Pro,4.3L V6 engine,"4,300 cc",285.0,180.0,7.5 sec,37700.0,Petrol,3.0,413.0
GMC,Sierra 2500HD Pro,6.6L V8 engine,"6,600 cc",401.0,170.0,7.7 sec,60000.0,Petrol,3.0,629.0
GMC,Sierra 3500HD Pro,6.6L V8 engine,"6,600 cc",401.0,170.0,7.8 sec,62000.0,Petrol,3.0,629.0
GMC,Terrain SLT,1.5L Turbocharged I4 engine,"1,490 cc",170.0,200.0,9.4 sec,31000.0,Petrol,5.0,275.0
GMC,Acadia SLE,3.6L V6 engine,"3,564 cc",310.0,210.0,6.6 sec,40000.0,Petrol,7.0,366.0
GMC,Canyon SLT,2.5L I4 engine,"2,488 cc",200.0,175.0,8.6 sec,38000.0,Petrol,5.0,259.0
GMC,Yukon XL Elevation,5.3L V8 engine,"5,327 cc",355.0,210.0,7.4 sec,75000.0,Petrol,8.0,519.0
GMC,Sierra 1500 AT4X,6.2L V8 engine,"6,162 cc",420.0,200.0,5.9 sec,82000.0,Petrol,5.0,624.0
GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",200 kWh,305.00583090379007,170.0,3.6 sec,110000.0,Electric,5.0,430.9790444258173
GMC,Sierra EV Denali,Electric motors with advanced AWD,200 kWh,305.00583090379007,170.0,4.5 sec,108700.0,Electric,5.0,430.9790444258173
GMC,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",200 kWh,305.00583090379007,170.0,3.0 sec,112700.0,Electric,5.0,430.9790444258173
GMC,Canyon AT4X Edition 1,3.6L V6 engine,"3,564 cc",308.0,180.0,6.8 sec,55000.0,Petrol,5.0,373.0
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,"6,162 cc",420.0,210.0,6.0 sec,90000.0,Petrol,8.0,624.0
GMC,Sierra HD Denali Reserve,6.6L V8 engine,"6,600 cc",401.0,170.0,7.5 sec,85000.0,Petrol,5.0,629.0
GMC,Acadia Denali Ultimate,3.6L V6 engine,"3,564 cc",310.0,210.0,6.5 sec,60000.0,Petrol,7.0,366.0
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,"1,490 cc",170.0,200.0,9.3 sec,35000.0,Petrol,5.0,275.0
GMC,Yukon Trailering Edition,5.3L V8 engine,"5,327 cc",355.0,210.0,7.5 sec,78000.0,Petrol,8.0,519.0
GMC,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",200 kWh,305.00583090379007,170.0,3.6 sec,105000.0,Electric,5.0,430.9790444258173
Kia,Rio,1.6L 4-Cylinder,1591 cc,120.0,180.0,10.3 sec,17000.0,Petrol,5.0,151.0
Kia,Rio 5-Door,1.6L 4-Cylinder,1591 cc,120.0,180.0,10.3 sec,18000.0,Petrol,5.0,151.0
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591 cc,175.0,210.0,7.5 sec,28000.0,Petrol,5.0,264.0
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,"1,599 cc (petrol) + Electric Motor",360.0,250.0,5.2 sec,55000.0,Hybrid,5.0,520.0
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500 cc,277.0,220.0,7.0 sec,42000.0,Petrol,7.0,421.0
